source,class,candidate_files,resolved
system/libs/ProjectLibrary/FrontEnd/BO/User.class.php,ProjectLibrary_SDO_ImageHandler,system/libs/ProjectLibrary/SDO/ImageHandler.class.php,True
system/libs/ProjectLibrary/FrontEnd/BO/User.class.php,ProjectLibrary_SDO_User,system/libs/ProjectLibrary/SDO/User.class.php,True
system/libs/ProjectLibrary/FrontEnd/BO/User.class.php,ExcelWriter,system/libs/CoreLibrary/ExcelWriter.class.php,True
system/libs/ProjectLibrary/FrontEnd/BO/User.class.php,Exception,PHPMailer/src/Exception.php,True
system/libs/ProjectLibrary/FrontEnd/BO/User.class.php,ProjectLibrary_Entity_Search,system/libs/ProjectLibrary/Entity/Search.class.php,True
system/libs/ProjectLibrary/FrontEnd/BO/User.class.php,ProjectLibrary_Entity_User,system/libs/ProjectLibrary/Entity/User.class.php,True
system/libs/ProjectLibrary/FrontEnd/BO/User.class.php,ProjectLibrary_Entity_User_Address,,False
system/libs/ProjectLibrary/FrontEnd/BO/User.class.php,ProjectLibrary_FrontEnd_BO,system/libs/ProjectLibrary/FrontEnd/BO.class.php,True
system/libs/ProjectLibrary/FrontEnd/BO/User.class.php,Validator_ErrorHandler,system/libs/CoreLibrary/Validator/ErrorHandler.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Authentification.class.php,ProjectLibrary_FrontEnd_Util_Session,system/libs/ProjectLibrary/FrontEnd/Util/Session.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Authentification.class.php,ProjectLibrary_FrontEnd_Util_UserSession,system/libs/ProjectLibrary/FrontEnd/Util/UserSession.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Authentification.class.php,ProjectLibrary_SDO_Core_Application_Security_Exception,system/libs/ProjectLibrary/SDO/Core/Application/Security/Exception.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Authentification.class.php,ProjectLibrary_SDO_Core_Application_User,system/libs/ProjectLibrary/SDO/Core/Application/User.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Authentification.class.php,ProjectLibrary_SDO_Security,system/libs/ProjectLibrary/SDO/Security.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Authentification.class.php,ProjectLibrary_SDO_User,system/libs/ProjectLibrary/SDO/User.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Authentification.class.php,ProjectLibrary_Entity_User,system/libs/ProjectLibrary/Entity/User.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Authentification.class.php,ProjectLibrary_FrontEnd_BO,system/libs/ProjectLibrary/FrontEnd/BO.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Categorias.class.php,GUI_Calendar_CalendarTools,system/libs/CoreLibrary/GUI/Calendar/CalendarTools.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Categorias.class.php,GUI_Calendar_CalendarView,system/libs/CoreLibrary/GUI/Calendar/CalendarView.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Categorias.class.php,ProjectLibrary_SDO_Categorias,system/libs/ProjectLibrary/SDO/Categorias.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Categorias.class.php,ProjectLibrary_SDO_Core_Application_Categorias,system/libs/ProjectLibrary/SDO/Core/Application/Categorias.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Categorias.class.php,ProjectLibrary_SDO_Core_Application_LanguageManager,system/libs/ProjectLibrary/SDO/Core/Application/LanguageManager.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Categorias.class.php,GUI_Calendar_CalendarView,system/libs/CoreLibrary/GUI/Calendar/CalendarView.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Categorias.class.php,ProjectLibrary_Entity_Search,system/libs/ProjectLibrary/Entity/Search.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Categorias.class.php,ProjectLibrary_FrontEnd_FO,system/libs/ProjectLibrary/FrontEnd/FO.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Marcas.class.php,GUI_Calendar_CalendarTools,system/libs/CoreLibrary/GUI/Calendar/CalendarTools.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Marcas.class.php,GUI_Calendar_CalendarView,system/libs/CoreLibrary/GUI/Calendar/CalendarView.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Marcas.class.php,ProjectLibrary_SDO_Core_Application_LanguageManager,system/libs/ProjectLibrary/SDO/Core/Application/LanguageManager.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Marcas.class.php,ProjectLibrary_SDO_Marcas,system/libs/ProjectLibrary/SDO/Marcas.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Marcas.class.php,GUI_Calendar_CalendarView,system/libs/CoreLibrary/GUI/Calendar/CalendarView.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Marcas.class.php,ProjectLibrary_Entity_Search,system/libs/ProjectLibrary/Entity/Search.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Marcas.class.php,ProjectLibrary_FrontEnd_FO,system/libs/ProjectLibrary/FrontEnd/FO.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Productos.class.php,GUI_Calendar_CalendarTools,system/libs/CoreLibrary/GUI/Calendar/CalendarTools.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Productos.class.php,GUI_Calendar_CalendarView,system/libs/CoreLibrary/GUI/Calendar/CalendarView.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Productos.class.php,ProjectLibrary_SDO_Core_Application_Categorias,system/libs/ProjectLibrary/SDO/Core/Application/Categorias.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Productos.class.php,ProjectLibrary_SDO_Core_Application_LanguageManager,system/libs/ProjectLibrary/SDO/Core/Application/LanguageManager.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Productos.class.php,ProjectLibrary_SDO_Core_Application_Marcas,system/libs/ProjectLibrary/SDO/Core/Application/Marcas.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Productos.class.php,ProjectLibrary_SDO_Productos,system/libs/ProjectLibrary/SDO/Productos.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Productos.class.php,GUI_Calendar_CalendarView,system/libs/CoreLibrary/GUI/Calendar/CalendarView.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Productos.class.php,ProjectLibrary_Entity_Search,system/libs/ProjectLibrary/Entity/Search.class.php,True
system/libs/ProjectLibrary/FrontEnd/FO/Productos.class.php,ProjectLibrary_FrontEnd_FO,system/libs/ProjectLibrary/FrontEnd/FO.class.php,True
system/libs/ProjectLibrary/FrontEnd/Util/Session.class.php,Objeto,system/libs/CoreLibrary/Objeto.class.php,True
system/libs/ProjectLibrary/FrontEnd/Util/UserSession.class.php,ProjectLibrary_FrontEnd_Util_Session,system/libs/ProjectLibrary/FrontEnd/Util/Session.class.php,True
system/libs/ProjectLibrary/SDO/Categorias.class.php,ProjectLibrary_SDO_Core_Application_Categorias,system/libs/ProjectLibrary/SDO/Core/Application/Categorias.class.php,True
system/libs/ProjectLibrary/SDO/IdHandler.class.php,ProjectLibrary_SDO_Core_Application_IdsHandler,system/libs/ProjectLibrary/SDO/Core/Application/IdsHandler.class.php,True
system/libs/ProjectLibrary/SDO/ImageHandler.class.php,ProjectLibrary_SDO_Core_Application_Customer,,False
system/libs/ProjectLibrary/SDO/ImageHandler.class.php,ProjectLibrary_SDO_Core_Application_FileManagement,system/libs/ProjectLibrary/SDO/Core/Application/FileManagement.class.php,True
system/libs/ProjectLibrary/SDO/ImageHandler.class.php,ProjectLibrary_SDO_Core_Application_ImageHandler,system/libs/ProjectLibrary/SDO/Core/Application/ImageHandler.class.php,True
system/libs/ProjectLibrary/SDO/ImageHandler.class.php,ProjectLibrary_SDO_Core_Application_Profile,,False
system/libs/ProjectLibrary/SDO/ImageHandler.class.php,ProjectLibrary_SDO_Core_Application_Project,,False
system/libs/ProjectLibrary/SDO/ImageHandler.class.php,ProjectLibrary_SDO_Core_Application_User,system/libs/ProjectLibrary/SDO/Core/Application/User.class.php,True
system/libs/ProjectLibrary/SDO/ImageHandler.class.php,ProjectLibrary_SDO_Core_IO_FileApplication,system/libs/ProjectLibrary/SDO/Core/IO/FileApplication.class.php,True
system/libs/ProjectLibrary/SDO/ImageHandler.class.php,ProjectLibrary_Entity_Search,system/libs/ProjectLibrary/Entity/Search.class.php,True
system/libs/ProjectLibrary/SDO/ImageHandler.class.php,ProjectLibrary_SDO_Core_Application_ImageHandler,system/libs/ProjectLibrary/SDO/Core/Application/ImageHandler.class.php,True
system/libs/ProjectLibrary/SDO/Marcas.class.php,ProjectLibrary_SDO_Core_Application_Marcas,system/libs/ProjectLibrary/SDO/Core/Application/Marcas.class.php,True
system/libs/ProjectLibrary/SDO/Productos.class.php,ProjectLibrary_SDO_Core_Application_Productos,system/libs/ProjectLibrary/SDO/Core/Application/Productos.class.php,True
system/libs/ProjectLibrary/SDO/Security.class.php,ProjectLibrary_SDO_Core_Application_Security_Authentication,system/libs/ProjectLibrary/SDO/Core/Application/Security/Authentication.class.php,True
system/libs/ProjectLibrary/SDO/User.class.php,ProjectLibrary_SDO_Core_Application_Profile,,False
system/libs/ProjectLibrary/SDO/User.class.php,ProjectLibrary_SDO_Core_Application_User,system/libs/ProjectLibrary/SDO/Core/Application/User.class.php,True
system/libs/ProjectLibrary/SDO/User.class.php,ProjectLibrary_SDO_Core_Application_UserAddress,,False
system/libs/ProjectLibrary/SDO/Core/Application.class.php,Objeto,system/libs/CoreLibrary/Objeto.class.php,True
system/libs/ProjectLibrary/SDO/Core/DAO.class.php,DB_DAO_AdvancedDAO,system/libs/CoreLibrary/DB/DAO/AdvancedDAO.class.php | system/libs/CoreLibrary/DB/DAO/_AdvancedDAO.class.php,True
system/libs/ProjectLibrary/SDO/Core/DAO.class.php,ProjectLibrary_SDO_Core_DB,system/libs/ProjectLibrary/SDO/Core/DB.class.php,True
system/libs/ProjectLibrary/SDO/Core/DB.class.php,DBPEAR,system/libs/CoreLibrary/DBPEAR.class.php,True
system/libs/ProjectLibrary/SDO/Core/Validator.class.php,Objeto,system/libs/CoreLibrary/Objeto.class.php,True
system/libs/ProjectLibrary/SDO/Core/Validator.class.php,Validator,system/libs/CoreLibrary/Validator.class.php,True
system/libs/ProjectLibrary/SDO/Core/Validator.class.php,Validator_ErrorHandler,system/libs/CoreLibrary/Validator/ErrorHandler.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Categorias.class.php,ProjectLibrary_SDO_Core_Util_EntityManager,system/libs/ProjectLibrary/SDO/Core/Util/EntityManager.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Categorias.class.php,ArrayObject,,False
system/libs/ProjectLibrary/SDO/Core/Application/Categorias.class.php,Exception,PHPMailer/src/Exception.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Categorias.class.php,ProjectLibrary_Entity_Categorias,system/libs/ProjectLibrary/Entity/Categorias.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Categorias.class.php,ProjectLibrary_Entity_Search,system/libs/ProjectLibrary/Entity/Search.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Categorias.class.php,ProjectLibrary_Entity_Search_Result_Categorias,system/libs/ProjectLibrary/Entity/Search/Result/Categorias.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Categorias.class.php,ProjectLibrary_Entity_User,system/libs/ProjectLibrary/Entity/User.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Categorias.class.php,ProjectLibrary_Entity_Util_CategoriasArray,system/libs/ProjectLibrary/Entity/Util/CategoriasArray.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Categorias.class.php,ProjectLibrary_SDO_Core_Application,system/libs/ProjectLibrary/SDO/Core/Application.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Categorias.class.php,ProjectLibrary_SDO_Core_Application_Exception,system/libs/ProjectLibrary/SDO/Core/Application/Exception.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Categorias.class.php,ProjectLibrary_SDO_Core_DAO_Categorias,system/libs/ProjectLibrary/SDO/Core/DAO/Categorias.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Categorias.class.php,ProjectLibrary_SDO_Core_DB,system/libs/ProjectLibrary/SDO/Core/DB.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Categorias.class.php,ProjectLibrary_SDO_Core_Validator_Categorias,system/libs/ProjectLibrary/SDO/Core/Validator/Categorias.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Categorias.class.php,ProjectLibrary_SDO_Core_Validator_Exception,system/libs/ProjectLibrary/SDO/Core/Validator/Exception.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Categorias.class.php,ProjectLibrary_SDO_Core_Validator_User,system/libs/ProjectLibrary/SDO/Core/Validator/User.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Categorias.class.php,clean,,False
system/libs/ProjectLibrary/SDO/Core/Application/Exception.class.php,NestedException,system/libs/CoreLibrary/NestedException.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/FileManagement.class.php,ProjectLibrary_SDO_Core_Application_FileManagement,system/libs/ProjectLibrary/SDO/Core/Application/FileManagement.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/FileManagement.class.php,ProjectLibrary_SDO_Core_Application_Fotogaleria,,False
system/libs/ProjectLibrary/SDO/Core/Application/FileManagement.class.php,ProjectLibrary_SDO_Core_Util_EntityManager,system/libs/ProjectLibrary/SDO/Core/Util/EntityManager.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/FileManagement.class.php,Exception,PHPMailer/src/Exception.php,True
system/libs/ProjectLibrary/SDO/Core/Application/FileManagement.class.php,IO_FileSaver,system/libs/CoreLibrary/IO/FileSaver.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/FileManagement.class.php,ProjectLibrary_Entity_Search_Result_fileManagment,system/libs/ProjectLibrary/Entity/Search/Result/fileManagment.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/FileManagement.class.php,ProjectLibrary_Entity_Util_File,system/libs/ProjectLibrary/Entity/Util/File.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/FileManagement.class.php,ProjectLibrary_Entity_Util_fileManagmentArray,system/libs/ProjectLibrary/Entity/Util/fileManagmentArray.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/FileManagement.class.php,ProjectLibrary_SDO_Core_Application,system/libs/ProjectLibrary/SDO/Core/Application.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/FileManagement.class.php,ProjectLibrary_SDO_Core_Application_Exception,system/libs/ProjectLibrary/SDO/Core/Application/Exception.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/FileManagement.class.php,ProjectLibrary_SDO_Core_DAO_File,system/libs/ProjectLibrary/SDO/Core/DAO/File.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/FileManagement.class.php,ProjectLibrary_SDO_Core_Validator_Exception,system/libs/ProjectLibrary/SDO/Core/Validator/Exception.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/FileManagement.class.php,ProjectLibrary_SDO_Core_Validator_File_Excel,system/libs/ProjectLibrary/SDO/Core/Validator/File/Excel.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/FileManagement.class.php,ProjectLibrary_SDO_Core_Validator_File_Image,system/libs/ProjectLibrary/SDO/Core/Validator/File/Image.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/FileManagement.class.php,ProjectLibrary_SDO_Core_Validator_File_MP3,system/libs/ProjectLibrary/SDO/Core/Validator/File/MP3.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/FileManagement.class.php,ProjectLibrary_SDO_Core_Validator_File_Pdf,system/libs/ProjectLibrary/SDO/Core/Validator/File/Pdf.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/FileManagement.class.php,ProjectLibrary_SDO_Core_Validator_File_PowerPoint,,False
system/libs/ProjectLibrary/SDO/Core/Application/FileManagement.class.php,ProjectLibrary_SDO_Core_Validator_File_Video,,False
system/libs/ProjectLibrary/SDO/Core/Application/FileManagement.class.php,ProjectLibrary_SDO_Core_Validator_File_Word,system/libs/ProjectLibrary/SDO/Core/Validator/File/Word.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/FileManagement.class.php,clean,,False
system/libs/ProjectLibrary/SDO/Core/Application/Form.class.php,ProjectLibrary_SDO_Core_Application,system/libs/ProjectLibrary/SDO/Core/Application.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Form.class.php,ProjectLibrary_SDO_Core_Application_IdsHandler,system/libs/ProjectLibrary/SDO/Core/Application/IdsHandler.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Form.class.php,ProjectLibrary_SDO_Core_Application_ImageHandler,system/libs/ProjectLibrary/SDO/Core/Application/ImageHandler.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/IdsHandler.class.php,Array,,False
system/libs/ProjectLibrary/SDO/Core/Application/IdsHandler.class.php,ProjectLibrary_Entity_IdsHandler,system/libs/ProjectLibrary/Entity/IdsHandler.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/IdsHandler.class.php,ProjectLibrary_SDO_Core_Application,system/libs/ProjectLibrary/SDO/Core/Application.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/IdsHandler.class.php,ProjectLibrary_Savant,system/libs/ProjectLibrary/Savant.class.php | system/libs/ProjectLibrary/Savant_php2.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/ImageHandler.class.php,ProjectLibrary_SDO_Core_Application_FileManagement,system/libs/ProjectLibrary/SDO/Core/Application/FileManagement.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/ImageHandler.class.php,ProjectLibrary_Entity_ImageHandler,system/libs/ProjectLibrary/Entity/ImageHandler.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/ImageHandler.class.php,ProjectLibrary_Entity_Util_FileUpload,system/libs/ProjectLibrary/Entity/Util/FileUpload.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/ImageHandler.class.php,ProjectLibrary_SDO_Core_Application,system/libs/ProjectLibrary/SDO/Core/Application.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/ImageHandler.class.php,ProjectLibrary_Savant,system/libs/ProjectLibrary/Savant.class.php | system/libs/ProjectLibrary/Savant_php2.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/LanguageManager.class.php,ProjectLibrary_FrontEnd_Util_Session,system/libs/ProjectLibrary/FrontEnd/Util/Session.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/LanguageManager.class.php,Net_IPInfo,,False
system/libs/ProjectLibrary/SDO/Core/Application/LanguageManager.class.php,ProjectLibrary_SDO_Core_Application,system/libs/ProjectLibrary/SDO/Core/Application.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Marcas.class.php,ProjectLibrary_SDO_Core_Util_EntityManager,system/libs/ProjectLibrary/SDO/Core/Util/EntityManager.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Marcas.class.php,ArrayObject,,False
system/libs/ProjectLibrary/SDO/Core/Application/Marcas.class.php,Exception,PHPMailer/src/Exception.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Marcas.class.php,ProjectLibrary_Entity_Marcas,system/libs/ProjectLibrary/Entity/Marcas.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Marcas.class.php,ProjectLibrary_Entity_Search,system/libs/ProjectLibrary/Entity/Search.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Marcas.class.php,ProjectLibrary_Entity_Search_Result_Marcas,system/libs/ProjectLibrary/Entity/Search/Result/Marcas.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Marcas.class.php,ProjectLibrary_Entity_User,system/libs/ProjectLibrary/Entity/User.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Marcas.class.php,ProjectLibrary_Entity_Util_MarcasArray,system/libs/ProjectLibrary/Entity/Util/MarcasArray.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Marcas.class.php,ProjectLibrary_SDO_Core_Application,system/libs/ProjectLibrary/SDO/Core/Application.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Marcas.class.php,ProjectLibrary_SDO_Core_Application_Exception,system/libs/ProjectLibrary/SDO/Core/Application/Exception.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Marcas.class.php,ProjectLibrary_SDO_Core_DAO_Marcas,system/libs/ProjectLibrary/SDO/Core/DAO/Marcas.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Marcas.class.php,ProjectLibrary_SDO_Core_DB,system/libs/ProjectLibrary/SDO/Core/DB.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Marcas.class.php,ProjectLibrary_SDO_Core_Validator_Exception,system/libs/ProjectLibrary/SDO/Core/Validator/Exception.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Marcas.class.php,ProjectLibrary_SDO_Core_Validator_Marcas,system/libs/ProjectLibrary/SDO/Core/Validator/Marcas.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Marcas.class.php,ProjectLibrary_SDO_Core_Validator_User,system/libs/ProjectLibrary/SDO/Core/Validator/User.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Marcas.class.php,clean,,False
system/libs/ProjectLibrary/SDO/Core/Application/Productos.class.php,ProjectLibrary_SDO_Core_Util_EntityManager,system/libs/ProjectLibrary/SDO/Core/Util/EntityManager.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Productos.class.php,ArrayObject,,False
system/libs/ProjectLibrary/SDO/Core/Application/Productos.class.php,Exception,PHPMailer/src/Exception.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Productos.class.php,ProjectLibrary_Entity_Productos,system/libs/ProjectLibrary/Entity/Productos.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Productos.class.php,ProjectLibrary_Entity_Search,system/libs/ProjectLibrary/Entity/Search.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Productos.class.php,ProjectLibrary_Entity_Search_Result_Productos,system/libs/ProjectLibrary/Entity/Search/Result/Productos.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Productos.class.php,ProjectLibrary_Entity_User,system/libs/ProjectLibrary/Entity/User.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Productos.class.php,ProjectLibrary_Entity_Util_ProductosArray,system/libs/ProjectLibrary/Entity/Util/ProductosArray.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Productos.class.php,ProjectLibrary_SDO_Core_Application,system/libs/ProjectLibrary/SDO/Core/Application.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Productos.class.php,ProjectLibrary_SDO_Core_Application_Exception,system/libs/ProjectLibrary/SDO/Core/Application/Exception.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Productos.class.php,ProjectLibrary_SDO_Core_DAO_Productos,system/libs/ProjectLibrary/SDO/Core/DAO/Productos.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Productos.class.php,ProjectLibrary_SDO_Core_DB,system/libs/ProjectLibrary/SDO/Core/DB.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Productos.class.php,ProjectLibrary_SDO_Core_Validator_Exception,system/libs/ProjectLibrary/SDO/Core/Validator/Exception.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Productos.class.php,ProjectLibrary_SDO_Core_Validator_Productos,system/libs/ProjectLibrary/SDO/Core/Validator/Productos.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Productos.class.php,ProjectLibrary_SDO_Core_Validator_User,system/libs/ProjectLibrary/SDO/Core/Validator/User.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Productos.class.php,clean,,False
system/libs/ProjectLibrary/SDO/Core/Application/User.class.php,ProjectLibrary_SDO_Core_Util_EntityManager,system/libs/ProjectLibrary/SDO/Core/Util/EntityManager.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/User.class.php,ProjectLibrary_SDO_User,system/libs/ProjectLibrary/SDO/User.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/User.class.php,ArrayObject,,False
system/libs/ProjectLibrary/SDO/Core/Application/User.class.php,Exception,PHPMailer/src/Exception.php,True
system/libs/ProjectLibrary/SDO/Core/Application/User.class.php,ProjectLibrary_Entity_Search_Result_User,system/libs/ProjectLibrary/Entity/Search/Result/User.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/User.class.php,ProjectLibrary_Entity_User,system/libs/ProjectLibrary/Entity/User.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/User.class.php,ProjectLibrary_Entity_Util_UserArray,system/libs/ProjectLibrary/Entity/Util/UserArray.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/User.class.php,ProjectLibrary_SDO_Core_Application,system/libs/ProjectLibrary/SDO/Core/Application.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/User.class.php,ProjectLibrary_SDO_Core_Application_Exception,system/libs/ProjectLibrary/SDO/Core/Application/Exception.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/User.class.php,ProjectLibrary_SDO_Core_DAO_User,system/libs/ProjectLibrary/SDO/Core/DAO/User.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/User.class.php,ProjectLibrary_SDO_Core_DB,system/libs/ProjectLibrary/SDO/Core/DB.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/User.class.php,ProjectLibrary_SDO_Core_Validator_Exception,system/libs/ProjectLibrary/SDO/Core/Validator/Exception.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/User.class.php,ProjectLibrary_SDO_Core_Validator_User,system/libs/ProjectLibrary/SDO/Core/Validator/User.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/User.class.php,clean,,False
system/libs/ProjectLibrary/SDO/Core/Application/Security/Authentication.class.php,ProjectLibrary_SDO_Core_Application_Log,,False
system/libs/ProjectLibrary/SDO/Core/Application/Security/Authentication.class.php,ProjectLibrary_SDO_Core_Application_Security_Exception,system/libs/ProjectLibrary/SDO/Core/Application/Security/Exception.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Security/Authentication.class.php,ProjectLibrary_SDO_Core_Util_EntityManager,system/libs/ProjectLibrary/SDO/Core/Util/EntityManager.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Security/Authentication.class.php,ProjectLibrary_Entity_User,system/libs/ProjectLibrary/Entity/User.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Security/Authentication.class.php,ProjectLibrary_Entity_User_Member,,False
system/libs/ProjectLibrary/SDO/Core/Application/Security/Authentication.class.php,ProjectLibrary_Entity_User_Profile,,False
system/libs/ProjectLibrary/SDO/Core/Application/Security/Authentication.class.php,ProjectLibrary_SDO_Core_Application,system/libs/ProjectLibrary/SDO/Core/Application.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Security/Authentication.class.php,ProjectLibrary_SDO_Core_Application_Security_Exception,system/libs/ProjectLibrary/SDO/Core/Application/Security/Exception.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Security/Authentication.class.php,ProjectLibrary_SDO_Core_DAO_Member,,False
system/libs/ProjectLibrary/SDO/Core/Application/Security/Authentication.class.php,ProjectLibrary_SDO_Core_DAO_Profile,,False
system/libs/ProjectLibrary/SDO/Core/Application/Security/Authentication.class.php,ProjectLibrary_SDO_Core_DAO_User,system/libs/ProjectLibrary/SDO/Core/DAO/User.class.php,True
system/libs/ProjectLibrary/SDO/Core/Application/Security/Exception.class.php,ProjectLibrary_SDO_Core_Application_Exception,system/libs/ProjectLibrary/SDO/Core/Application/Exception.class.php,True
