source,class,candidate_files,resolved
system/libs/ProjectLibrary/FrontEnd/BO/Productos.class.php,ProjectLibrary_FrontEnd_Util_UserSession,system/libs/ProjectLibrary/FrontEnd/Util/UserSession.class.php,True
system/libs/ProjectLibrary/FrontEnd/BO/Productos.class.php,ProjectLibrary_SDO_Core_Application_Categorias,system/libs/ProjectLibrary/SDO/Core/Application/Categorias.class.php,True
system/libs/ProjectLibrary/FrontEnd/BO/Productos.class.php,ProjectLibrary_SDO_Core_Application_Marcas,system/libs/ProjectLibrary/SDO/Core/Application/Marcas.class.php,True
system/libs/ProjectLibrary/FrontEnd/BO/Productos.class.php,ProjectLibrary_SDO_ImageHandler,system/libs/ProjectLibrary/SDO/ImageHandler.class.php,True
system/libs/ProjectLibrary/FrontEnd/BO/Productos.class.php,ProjectLibrary_SDO_Productos,system/libs/ProjectLibrary/SDO/Productos.class.php,True
system/libs/ProjectLibrary/FrontEnd/BO/Productos.class.php,Exception,PHPMailer/src/Exception.php,True
system/libs/ProjectLibrary/FrontEnd/BO/Productos.class.php,ProjectLibrary_Entity_Productos,system/libs/ProjectLibrary/Entity/Productos.class.php,True
system/libs/ProjectLibrary/FrontEnd/BO/Productos.class.php,ProjectLibrary_Entity_Search,system/libs/ProjectLibrary/Entity/Search.class.php,True
system/libs/ProjectLibrary/FrontEnd/BO/Productos.class.php,ProjectLibrary_FrontEnd_BO,system/libs/ProjectLibrary/FrontEnd/BO.class.php,True
system/libs/ProjectLibrary/FrontEnd/BO/Productos.class.php,Validator_ErrorHandler,system/libs/CoreLibrary/Validator/ErrorHandler.class.php,True
system/libs/ProjectLibrary/FrontEnd/BO/User.class.php,ProjectLibrary_FrontEnd_Util_UserSession,system/libs/ProjectLibrary/FrontEnd/Util/UserSession.class.php,True
system/libs/ProjectLibrary/FrontEnd/BO/User.class.php,ProjectLibrary_SDO_Core_Application_Sucursales,,False
system/libs/ProjectLibrary/FrontEnd/BO/User.class.php,ProjectLibrary_SDO_Core_Application_User,system/libs/ProjectLibrary/SDO/Core/Application/User.class.php,True
