product_id,file_id,kind,path,original_id,version,source_line
9,222,IMAGE,system/files/images/productos/323ea1a66ccbf677c589b2807058ba4f5754f920,,original,1540
9,226,PDF,system/files/images/productos/6d032a5579b0dd9ef150e1d93528463960040d95,,original,1540
10,227,IMAGE,system/files/images/productos/e6d8a9c021af46599e25526f7afa2c9689eba705,,original,1541
10,231,IMAGE,system/files/images/productos/d8fee0db7a4abffa83cd01515a5618e2b1b78b17,,original,1541
10,235,PDF,system/files/images/productos/a9cf3d4f6bde89180e0ae23231a70bb8f2ff3300,,original,1541
11,236,IMAGE,system/files/images/productos/59e0452766a17eb9cf0d9df76dc79f72d08f013f,,original,1542
11,240,PDF,system/files/images/productos/d1800119e28d2f25ab78a9219e103ecc4fc8afb5,,original,1542
12,241,IMAGE,system/files/images/productos/88115255793f083c25821dff5017d74a6b542988,,original,1543
12,245,PDF,system/files/images/productos/19f7bf0ad0bb2559064e677d3dd6e122358914cd,,original,1543
13,246,IMAGE,system/files/images/productos/c46d19fe3eb462f51d4f636a3a4719ea6e8922c5,,original,1544
